Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
GLYC,GlycoMimetics Inc.,3.4,146.86,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/glyc
BTAI,BioXcel Therapeutics Inc.,9.29,146.14,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/btai
IMUX,Immunic Inc. ,14.46,145.95,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/imux
MCHX,Marchex Inc.,3.39,145.81,2004,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mchx
SYNL,Synalloy Corporation,16.07,144.55,1900,Basic Industries,Steel-Iron Ore,https://www.nasdaq.com/symbol/synl
PBIP,Prudential Bancorp Inc.,16.23,144.27,1900,Finance,Banks,https://www.nasdaq.com/symbol/pbip
TUSK,Mammoth Energy Services Inc.,3.2,144.02,2016,Energy,Oilfield Services-Equipment,https://www.nasdaq.com/symbol/tusk
LIVX,LiveXLive Media Inc.,2.5,144,1900,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/livx
FFNW,First Financial Northwest Inc.,13.87,143.85,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/ffnw
AUBN,Auburn National Bancorporation Inc.,40.25,143.66,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/aubn
WTFCM,Wintrust Financial Corporation,28.72,143.6,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/wtfcm
VSMV,VictoryShares US Multi-Factor Minimum Volatility ETF,30.8802,143.59,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/vsmv
CCLP,CSI Compressco LP,3.05,143.57,2011,Energy,Oilfield Services-Equipment,https://www.nasdaq.com/symbol/cclp
CERC,Cerecor Inc.,3.34,143.31,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cerc
FRAF,Franklin Financial Services Corporation,33.02,143.27,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/fraf
OPBK,OP Bancorp,9.02,143.07,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/opbk
MBII,Marrone Bio Innovations Inc.,1.29,142.84,2013,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/mbii
PAAC,Proficient Alpha Acquisition Corp.,9.85,142.5,2019,Finance,Business Services,https://www.nasdaq.com/symbol/paac
ARCT,Arcturus Therapeutics Holdings Inc.,10.86,142.47,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arct
REFR,Research Frontiers Incorporated,4.57,141.82,1900,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/refr
FSFG,First Savings Financial Group Inc.,60.2601,141.63,1900,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fsfg
HSAC,Health Sciences Acquisitions Corporation,9.84,141.45,2019,Finance,Business Services,https://www.nasdaq.com/symbol/hsac
USAP,Universal Stainless & Alloy Products Inc.,16.09,141.4,1994,Basic Industries,Steel-Iron Ore,https://www.nasdaq.com/symbol/usap
LXRX,Lexicon Pharmaceuticals Inc.,1.33,141.34,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lxrx
OVLY,Oak Valley Bancorp (CA),17.2,141.17,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/ovly
BANX,StoneCastle Financial Corp,21.485,140.88,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/banx
LIQT,LiqTech International Inc.,6.83,140.34,1900,Technology,Industrial Machinery Components,https://www.nasdaq.com/symbol/liqt
MMLP,Martin Midstream Partners L.P.,3.61,140.3,2002,Energy,Oil Refining-Marketing,https://www.nasdaq.com/symbol/mmlp
KWEB,KraneShares Trust KraneShares CSI China Internet ETF,41.25,140.25,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/kweb
AVXL,Anavex Life Sciences Corp.,2.65,139.52,1900,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/avxl
INSUU,Insurance Acquisition Corp.,10.39,139.49,2019,Finance,Business Services,https://www.nasdaq.com/symbol/insuu
EML,Eastern Company (The),22.36,139.44,1900,Capital Goods,Industrial Machinery Components,https://www.nasdaq.com/symbol/eml
GMLPP,Golar LNG Partners LP,25.1,138.55,1900,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/gmlpp
PTH,Invesco DWA Healthcare Momentum ETF,86.3,138.08,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/pth
AVCO,Avalon GloboCare Corp.,1.825,138.07,1900,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/avco
TTS,Tile Shop Hldgs Inc.,2.71,137.98,1900,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/tts
ANDA,Andina Acquisition Corp. III,9.92,137.84,2019,Finance,Business Services,https://www.nasdaq.com/symbol/anda
DFNL,Davis Select Financial ETF,22.05,137.81,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/dfnl
BCYC,Bicycle Therapeutics plc,7.6882,137.62,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bcyc
PANL,Pangaea Logistics Solutions Ltd.,3.09,137.36,2013,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/panl
CBFV,CB Financial Services Inc.,25.22,137.03,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/cbfv
ALYA,Alithya Group inc.,2.82,136.77,1900,Technology,Computer Software: Programming Data Processing,https://www.nasdaq.com/symbol/alya
FSZ,First Trust Switzerland AlphaDEX Fund,47.05,136.45,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/fsz
HWBK,Hawthorn Bancshares Inc.,21.74,136.45,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/hwbk
RDVT,Red Violet Inc.,12.59,136.38,1900,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/rdvt
NBRV,Nabriva Therapeutics plc,1.85,135.72,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nbrv
TZOO,Travelzoo,11.56,135.67,1900,Technology,EDP Services,https://www.nasdaq.com/symbol/tzoo
MAMS,MAM Software Group Inc.,10.75,135.6,1900,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mams
AXTI,AXT Inc,3.37,135.49,1998,Technology,Semiconductors,https://www.nasdaq.com/symbol/axti
SSFN,Stewardship Financial Corp,15.53,135.33,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/ssfn
ULBI,Ultralife Corporation,8.57,135.09,1992,Miscellaneous,Industrial Machinery Components,https://www.nasdaq.com/symbol/ulbi
ACTG,Acacia Research Corporation,2.69,134.86,1900,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/actg
WILC,G. Willi-Food International  Ltd.,10.13,133.89,1900,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/wilc
BELFB,Bel Fuse Inc.,10.86,133.76,1900,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/belfb
FTXO,First Trust Nasdaq Bank ETF,23.41,133.44,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/ftxo
NYMTN,New York Mortgage Trust Inc.,24.69,133.33,1900,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nymtn
FCCO,First Community Corporation,18.02,133.28,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/fcco
TWIN,Twin Disc Incorporated,10.06,133.2,1900,Technology,Industrial Machinery Components,https://www.nasdaq.com/symbol/twin
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,33.67,133,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/fems
HEAR,Turtle Beach Corporation,9.17,132.94,1900,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/hear
APTO,Aptose Biosciences Inc.,2.39,132.52,1900,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/apto
CMRX,Chimerix Inc.,2.16,132.34,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cmrx
OFED,Oconee Federal Financial Corp.,23,132.24,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ofed
SBBP,Strongbridge Biopharma plc,2.44,132.21,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sbbp
YGYI,Youngevity International Inc.,4.39,132.06,1900,Consumer Services,Catalog - Specialty Distribution,https://www.nasdaq.com/symbol/ygyi
VLYPP,Valley National Bancorp,28.69,131.97,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/vlypp
GAIA,Gaia Inc.,7.16,131.64,1999,Consumer Services,Movies-Entertainment,https://www.nasdaq.com/symbol/gaia
TESS,TESSCO Technologies Incorporated,15.43,131.48,1994,Technology,Electronic Components,https://www.nasdaq.com/symbol/tess
CDOR,Condor Hospitality Trust Inc.,11.01,131.19,1900,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cdor
FEMB,First Trust Emerging Markets Local Currency Bond ETF,37.92,130.82,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/femb
KALA,Kala Pharmaceuticals Inc.,3.82,129.91,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kala
IEUS,iShares MSCI Europe Small-Cap ETF,47.21,129.83,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/ieus
SOCL,Global X Social Media ETF,32.36,129.46,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/socl
VERU,Veru Inc.,1.99,129.43,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/veru
ALDX,Aldeyra Therapeutics Inc.,4.67,128.79,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldx
SHSP,SharpSpring Inc.,11.72,128.29,1900,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/shsp
SSSS,Sutter Rock Capital Corp.,6.52,128.1,2011,Not Available,Not Available,https://www.nasdaq.com/symbol/ssss
STND,Standard AVB Financial Corp.,27,127.7,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/stnd
HNRG,Hallador Energy Company,4.2,127.05,1900,Energy,Coal Mining,https://www.nasdaq.com/symbol/hnrg
SCOR,comScore Inc.,1.98,127.01,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/scor
HROW,Harrow Health Inc.,5.04,126.84,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/hrow
IDYA,IDEAYA Biosciences Inc.,6.2,125.91,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/idya
BELFA,Bel Fuse Inc.,10.1953,125.57,1900,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/belfa
PRTK,Paratek Pharmaceuticals Inc. ,3.85,125.26,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/prtk
CXSE,WisdomTree China ex-State-Owned Enterprises Fund,70.5615,125.25,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/cxse
CZWI,Citizens Community Bancorp Inc.,11.1,125.11,1900,Finance,Savings Institutions,https://www.nasdaq.com/symbol/czwi
FBIO,Fortress Biotech Inc.,1.81,124.97,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fbio
BSET,Bassett Furniture Industries Incorporated,12,124.92,1900,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/bset
III,Information Services Group Inc.,2.63,124.62,1900,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/iii
VSDA,VictoryShares Dividend Accelerator ETF,33.159,124.35,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/vsda
CACG,ClearBridge All Cap Growth ETF,31.08,124.32,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/cacg
GASS,StealthGas Inc.,3.1,124.14,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/gass
RDCM,Radcom Ltd.,9,123.64,1997,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/rdcm
CPTA,Capitala Finance Corp.,7.64,123.24,2013,Not Available,Not Available,https://www.nasdaq.com/symbol/cpta
TYME,Tyme Technologies Inc.,1.1,123.15,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tyme
JNCE,Jounce Therapeutics Inc.,3.73,123.02,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/jnce
PSCF,Invesco S&P SmallCap Financials ETF,52.26,122.81,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/pscf
XONE,The ExOne Company,7.48,122.78,2013,Capital Goods,Industrial Machinery Components,https://www.nasdaq.com/symbol/xone
ADRE,Invesco BLDRS Emerging Markets 50 ADR Index Fund,36.88,121.7,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/adre
ATIF,ATIF Holdings Limited,3.12,121.68,2019,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/atif
UNB,Union Bankshares Inc.,27.19,121.48,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/unb
WRTC,Wrap Technologies Inc.,4.09,121.3,1900,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/wrtc
OPOF,Old Point Financial Corporation,23.25,120.97,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/opof
ASRT,Assertio Therapeutics Inc.,1.5,120.94,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asrt
FGM,First Trust Germany AlphaDEX Fund,38.1001,120.02,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/fgm
MRSN,Mersana Therapeutics Inc.,2.5,119.52,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrsn
PCTI,PC-Tel Inc.,6.45,119.25,1999,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/pcti
PXLW,Pixelworks Inc.,3.14,119.11,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/pxlw
NK,NantKwest Inc.,1.21,118.95,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nk
PLBC,Plumas Bancorp,22.9129,118.22,1900,Finance,Finance Companies,https://www.nasdaq.com/symbol/plbc
SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,25.42,118.2,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/susb
FLXS,Flexsteel Industries Inc.,14.97,118.18,1900,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/flxs
RBKB,Rhinebeck Bancorp Inc.,10.61,118.12,2019,Finance,Banks,https://www.nasdaq.com/symbol/rbkb
MRAM,Everspin Technologies Inc.,6.86,117.66,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/mram
MEIP,MEI Pharma Inc.,1.65,117.63,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/meip
PRGX,PRGX Global Inc.,4.97,117.33,1996,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/prgx
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,23.76,116.42,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/dwfi
FBZ,First Trust Brazil AlphaDEX Fund,14.96,115.94,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/fbz
NYMX,Nymox Pharmaceutical Corporation,1.66,115.73,1900,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/nymx
PNTR,Pointer Telocation Ltd.,14.1,115.46,1900,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/pntr
PCYG,Park City Group Inc.,5.81,115.45,1900,Technology,EDP Services,https://www.nasdaq.com/symbol/pcyg
BWAY,Brainsway Ltd.,10.3399,114.96,2019,Health Care,Medical-Dental Instruments,https://www.nasdaq.com/symbol/bway
MRBK,Meridian Corporation,17.8932,114.64,2017,Not Available,Not Available,https://www.nasdaq.com/symbol/mrbk
TA,TravelCenters of America Inc. ,14.17,114.59,1900,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/ta
DINT,Davis Select International ETF,16.83,114.44,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/dint
SESN,Sesen Bio Inc.,1.13,114.43,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sesn
ZEUS,Olympic Steel Inc.,10.49,114.33,1994,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/zeus
VOXX,VOXX International Corporation,4.72,114.22,1900,Technology,Electronic Components,https://www.nasdaq.com/symbol/voxx
MNLO,Menlo Therapeutics Inc.,4.76,114.02,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnlo
BICK,First Trust BICK Index Fund,24.4636,113.76,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/bick
LRAD,LRAD Corporation,3.49,113.75,1900,Consumer Non-Durables,Consumer Electronics-Appliances,https://www.nasdaq.com/symbol/lrad
ICAD,icad inc.,5.9,113.65,1900,Health Care,Medical-Dental Instruments,https://www.nasdaq.com/symbol/icad
ABDC,Alcentra Capital Corp.,8.825,113.63,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/abdc
IUS,Invesco RAFI Strategic US ETF,24.43,113.6,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/ius
GARS,Garrison Capital Inc.,7.06,113.31,2013,Not Available,Not Available,https://www.nasdaq.com/symbol/gars
MYFW,First Western Financial Inc.,14.18,113.21,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/myfw
MFIN,Medallion Financial Corp.,4.6,113.21,1900,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mfin
ICBK,County Bancorp Inc.,16.8,113.03,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/icbk
HX,Hexindai Inc.,2.29,112.68,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/hx
PBPB,Potbelly Corporation,4.73,112.42,2013,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/pbpb
CSSE,Chicken Soup for the Soul Entertainment Inc.,9.3,112.22,2017,Consumer Services,Movies-Entertainment,https://www.nasdaq.com/symbol/csse
MNTX,Manitex International Inc.,5.7,112.19,1900,Technology,Industrial Machinery Components,https://www.nasdaq.com/symbol/mntx
GLMD,Galmed Pharmaceuticals Ltd.,5.31,112.15,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/glmd
LMST,Limestone Bancorp Inc.,14.93,111.54,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/lmst
SCPH,scPharmaceuticals Inc.,5.96,110.74,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/scph
AQMS,Aqua Metals Inc.,1.94,110.51,2015,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/aqms
LYTS,LSI Industries Inc.,4.26,110.49,1985,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/lyts
IVAC,Intevac Inc.,4.8,110.4,1995,Technology,Industrial Machinery Components,https://www.nasdaq.com/symbol/ivac
USLB,Invesco Russell 1000 Low Beta Equal Weight ETF,32.46,110.37,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/uslb
DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,32.945,110.37,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/dgrs
STCN,Steel Connect Inc.,1.78,110.01,1900,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/stcn
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,20.93,109.88,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/qcln
APTX,Aptinyx Inc.,3.25,109.41,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aptx
AIRG,Airgain Inc.,11.19,108.71,2016,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/airg
VRTSP,Virtus Investment Partners Inc.,94.35,108.5,1900,Finance,Investment Managers,https://www.nasdaq.com/symbol/vrtsp
CKPT,Checkpoint Therapeutics Inc.,2.85,108.29,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ckpt
FALN,iShares Fallen Angels USD Bond ETF,26.7,108.14,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/faln
AVEO,AVEO Pharmaceuticals Inc.,0.6723,108.07,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aveo
KXIN,Kaixin Auto Holdings,1.75,107.37,2017,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/kxin
CODA,Coda Octopus Group Inc.,10.02,106.93,1900,Capital Goods,Industrial Machinery Components,https://www.nasdaq.com/symbol/coda
PRN,Invesco DWA Industrials Momentum ETF,66.69,106.7,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/prn
SAL,Salisbury Bancorp Inc.,37.76,106.63,1900,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sal
PLIN,China Xiangtai Food Co. Ltd.,4.47,106.35,2019,Consumer Non-Durables,Meat-Poultry-Fish,https://www.nasdaq.com/symbol/plin
GFED,Guaranty Federal Bancshares Inc.,23.92,106.21,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/gfed
CRVS,Corvus Pharmaceuticals Inc.,3.61,106.1,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crvs
KBWP,Invesco KBW Property & Casualty Insurance ETF,70.7149,106.07,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/kbwp
DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,22.48,105.66,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/dvol
CXDC,China XD Plastics Company Limited,2.07,105.46,1900,Capital Goods,Containers-Packaging,https://www.nasdaq.com/symbol/cxdc
SBFG,SB Financial Group Inc.,16.1499,105.16,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/sbfg
CLDB,Cortland Bancorp,24,105.09,1900,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cldb
ETTX,Entasis Therapeutics Holdings Inc.,8,105.08,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ettx
EBMT,Eagle Bancorp Montana Inc.,16.275,104.22,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/ebmt
ADRO,Aduro Biotech Inc.,1.3,104.18,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adro
CORV,Correvio Pharma Corp.,2.06,104.04,1900,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/corv
PT,Pintec Technology Holdings Limited,2.74,103.96,2018,Technology,Computer Software: Programming Data Processing,https://www.nasdaq.com/symbol/pt
VLYPO,Valley National Bancorp,25.95,103.8,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/vlypo
SRTS,Sensus Healthcare Inc.,6.29,103.77,2016,Health Care,Medical-Dental Instruments,https://www.nasdaq.com/symbol/srts
ATXI,Avenue Therapeutics Inc.,6.25,103.5,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atxi
MAGS,Magal Security Systems Ltd.,4.47,103.5,1993,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/mags
DSKE,Daseke Inc.,1.6,103.33,2015,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dske
UTSI,UTStarcom Holdings Corp,2.89,102.93,2000,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/utsi
LQDA,Liquidia Technologies Inc.,5.52,102.91,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/lqda
SND,Smart Sand Inc.,2.49,102.88,2016,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/snd
HBIO,Harvard Bioscience Inc.,2.7,102.72,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/hbio
CGO,Calamos Global Total Return Fund,11.8,102.14,2005,Not Available,Not Available,https://www.nasdaq.com/symbol/cgo
SYBX,Synlogic Inc.,3.22,102.13,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sybx
FXNC,First National Corporation,20.5,101.78,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/fxnc
NTIC,Northern Technologies International Corporation,11.17,101.5,1900,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/ntic
WATT,Energous Corporation,3.31,101.41,2014,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/watt
EPSN,Epsilon Energy Ltd.,3.7,101.32,1900,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/epsn
BKSC,Bank of South Carolina Corp.,18.3363,101.31,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/bksc
ITMR,Itamar Medical Ltd.,9.1,101.28,1900,Health Care,Medical-Dental Instruments,https://www.nasdaq.com/symbol/itmr
CIZ,VictoryShares Developed Enhanced Volatility Wtd ETF,30.2,101.17,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/ciz
GRIN,Grindrod Shipping Holdings Ltd.,5.3,101.04,1900,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/grin
SVBI,Severn Bancorp Inc,7.9,100.94,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/svbi
TRCH,Torchlight Energy Resources Inc.,1.37,100.94,1900,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/trch
GMDA,Gamida Cell Ltd.,3.9407,100.91,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gmda
VSTM,Verastem Inc.,1.36,100.83,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vstm
ASUR,Asure Software Inc,6.48,100.77,1900,Technology,EDP Services,https://www.nasdaq.com/symbol/asur
LARK,Landmark Bancorp Inc.,23,100.64,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/lark
AMRK,A-Mark Precious Metals Inc.,14.31,100.62,1900,Basic Industries,Other Specialty Stores,https://www.nasdaq.com/symbol/amrk
SHLO,Shiloh Industries Inc.,4.23,100.51,1993,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/shlo
FEIM,Frequency Electronics Inc.,11.16,100.4,1900,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/feim
HMNF,HMN Financial Inc.,20.67,100.12,1900,Finance,Savings Institutions,https://www.nasdaq.com/symbol/hmnf
AQST,Aquestive Therapeutics Inc.,3.99,99.86,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqst
ARDS,Aridis Pharmaceuticals Inc.,11.18,99.64,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ards
ATLC,Atlanticus Holdings Corporation,6.18,99.48,1995,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atlc
ETON,Eton Pharmaceuticals Inc.,5.59,99.3,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eton
PTE,PolarityTE Inc.,3.83,98.91,1900,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/pte
GIFI,Gulf Island Fabrication Inc.,6.47,98.59,1997,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/gifi
EWZS,iShares MSCI Brazil Small-Cap ETF,16.01,98.46,1900,Not Available,Not Available,https://www.nasdaq.com/symbol/ewzs
CIZN,Citizens Holding Company,20.01,98.29,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/cizn
NCSM,NCS Multistage Holdings Inc.,2.1,98.25,2017,Energy,Oilfield Services-Equipment,https://www.nasdaq.com/symbol/ncsm
CYBE,CyberOptics Corporation,13.71,97.88,1987,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/cybe
BHAT,Blue Hat Interactive Entertainment Technology,2.795,97.83,2019,Consumer Non-Durables,Recreational Products - Toys,https://www.nasdaq.com/symbol/bhat
